Species ID,common_name
ACAD-1403,Manx Shearwater
ACAD-1404,Northern Saw-Whet Owl
ACAD-1405,American Tengmalm's Owl
ACAD-1405,Boreal Owl
ACAD-1405,Richardson's Owl
ACAD-1405,Tengmalms' Owl
ACAD-1406,Northern Short-Eared Owl
ACAD-1406,Short-Eared Owl
ACAD-1407,American Long-Eared Owl
ACAD-1407,Long-Eared Owl
ACAD-1408,Eastern Horned Owl
ACAD-1408,Great Horned Owl
ACAD-1409,Snowy Owl
ACAD-1410,Eastern Screech-Owl
ACAD-1410,Screech Owl
ACAD-1411,American Great Gray Owl
ACAD-1411,Great Gray Owl
ACAD-1412,Barred Owl
ACAD-1412,Northern Barred Owl
ACAD-1413,American Hawk Owl
ACAD-1413,Hawk Owl
ACAD-1413,Northern Hawk Owl
ACAD-1414,Barn Owl
ACAD-1414,North American Barn Owl
ACAD-1415,Magnificent Frigatebird
ACAD-1415,Man-O'-War-Bird
ACAD-1416,Double-Crested Cormorant
ACAD-1416,Northern Double-Crested Cormorant
ACAD-1417,European Cormorant
ACAD-1417,Great Cormorant
ACAD-1418,Gannet
ACAD-1418,Northern Gannet
ACAD-1419,Northern Ringneck Snake
ACAD-1419,Ringneck Snake
ACAD-1419,Ring-Necked Snake
ACAD-1420,Eastern Milk Snake
ACAD-1420,Milk Snake
ACAD-1420,Northern Milk Snake
ACAD-1420,Spotted Adder
ACAD-1421,Eastern Smooth Green Snake
ACAD-1421,Smooth Green Snake
ACAD-1421,Smooth-Scaled Green Snake
ACAD-1422,Red-Bellied Snake
ACAD-1422,Redbelly Snake
ACAD-1423,Common Garter Snake
ACAD-1423,Eastern Garter Snake
ACAD-1423,Garter Snake
ACAD-1424,Common Snapping Turtle
ACAD-1424,Snapping Turtle
ACAD-1425,Central Painted Turtle
ACAD-1425,Eastern Painted Turtle
ACAD-1425,Midland Painted Turtle
ACAD-1425,Painted Turtle
ACAD-1426,Wood Turtle
ACAD-1427,Blanding's Turtle
ACAD-1428,Box Turtle
ACAD-1428,Common Box Turtle
ACAD-1428,Eastern Box Turtle
ACAD-1429,Common Musk Turtle
ACAD-1429,Mud Turtle
ACAD-1429,Musk Turtle
ACAD-1429,Stinkpot
ACAD-1430,American Toad
ACAD-1430,Common Toad
ACAD-1431,Gray Treefrog
ACAD-1431,Rain Toad
ACAD-1431,Tree Toad
ACAD-1432,Spring Peeper
ACAD-1433,Bullfrog
ACAD-1434,Green Frog
ACAD-1434,Spring Frog
ACAD-1435,Pickerel Frog
ACAD-1436,Common Frog
ACAD-1436,Leopard Frog
ACAD-1436,Meadow Frog
ACAD-1436,Northern Leopard Frog
ACAD-1437,Wood Frog
ACAD-1438,Blue-Spotted Salamander
ACAD-1439,Spotted Salamander
ACAD-1440,Dusky Salamander
ACAD-1440,Northern Dusky Salamander
ACAD-1441,Northern Two-Lined Salamander
ACAD-1441,Two-Lined Salamander
ACAD-1442,Four-Toed Salamander
ACAD-1443,Eastern Red-Backed Salamander
ACAD-1443,Northern Redback Salamander
ACAD-1443,Red-Backed Salamander
ACAD-1444,Common Newt
ACAD-1444,Eastern Newt
ACAD-1444,Ebbet
ACAD-1444,Red Eft
ACAD-1444,Red-Spotted Newt
ACAD-1445,American Eel
ACAD-1445,Common Eel
ACAD-1445,Eel
ACAD-1446,Atlantic Silverside
ACAD-1447,Alewife
ACAD-1448,Menhaden
ACAD-1449,Atlantic Herring
ACAD-1450,Common Sucker
ACAD-1450,White Sucker
ACAD-1451,Common Shiner
ACAD-1452,Golden Shiner
ACAD-1453,Northern Redbelly Dace
ACAD-1453,Red-Bellied Dace
ACAD-1454,Fathead Minnow
ACAD-1455,Creek Chub
ACAD-1456,Fallfish
ACAD-1457,Banded Killifish
ACAD-1457,Top Minnow
ACAD-1458,Common Mummichog
ACAD-1458,Mummichog
ACAD-1459,Striped Mummichog
ACAD-1460,Chain Pickerel
ACAD-1460,Common Pickerel
ACAD-1461,Pollock
ACAD-1462,Fourspine Stickleback
ACAD-1463,Brook Stickleback
ACAD-1463,Threespine Stickleback
ACAD-1463,Three-Spined Stickleback
ACAD-1464,Blackspotted Stickleback
ACAD-1464,Twospine Stickleback
ACAD-1465,Ninespine Stickleback
ACAD-1465,Ninespined Stickleback
ACAD-1466,Common Smelt
ACAD-1466,Rainbow Smelt
ACAD-1466,Smelt
ACAD-1467,Redbreast Sunfish
ACAD-1468,Common Sunfish
ACAD-1468,Pumpkinseed
ACAD-1468,Pumpkinseed Sunfish
ACAD-1469,Small Mouthed Black-Bass
ACAD-1469,Smallmouth Bass
ACAD-1469,Small-Mouthed Bass
ACAD-1470,Largemouth Bass
ACAD-1471,Cunner
ACAD-1472,White Perch
ACAD-1473,Yellow Perch
ACAD-1474,Yellowtail
ACAD-1475,Great Lakes Whitefish
ACAD-1475,Lake Whitefish
ACAD-1476,Kamloops Trout
ACAD-1476,Rainbow Trout
ACAD-1476,Steelhead Trout
ACAD-1476,Steel-Head Trout
ACAD-1477,Atlantic Salmon
ACAD-1477,Landlocked Salmon
ACAD-1478,Brown Trout
ACAD-1478,Loch Leven Brown Trout
ACAD-1478,Scotch Sea-Trout
ACAD-1479,Arctic Char
ACAD-1479,Golden Trout
ACAD-1479,Silver Trout
ACAD-1479,Sunapee Char
ACAD-1479,Sunapee Trout
ACAD-1480,Brook Trout
ACAD-1480,Native Brook Trout
ACAD-1481,Lake Trout
ACAD-1481,Togue
ACAD-1482,Brown Bullhead
ACAD-1483,Boott's Wood Fern
ACAD-1484,Crested Wood Fern
ACAD-1485,Rattlesnake Grass
ACAD-1486,St. Johnswort
ACAD-1487,Panic Grass
ACAD-1488,Panic Grass
ACAD-1489,Panic Grass
ACAD-1490,Panic Grass
ACAD-1491,Purple Chokeberry
ACAD-1492,None
ACAD-1493,Hbrid Blackbetty
ACAD-1494,Dewberry
ACAD-1495,Willow
ACAD-1496,Hybrid
ACAD-1497,Sweetflag
ACAD-1498,Large Water Plantain
ACAD-1499,Grass-Leaved Arrowhead
ACAD-1500,Common Arrrowhead
ACAD-1501,Northern Jack-In-The-Pulpit
ACAD-1502,Wild Calla
ACAD-1503,Duckweed
ACAD-1504,Skunk Cabbage
ACAD-1505,Common Naiad
ACAD-1506,Slender Water Nymph
ACAD-1507,Tapegrass
ACAD-1508,Seaside Arrowgrass
ACAD-1509,Northern Arrowgrass
ACAD-1510,Bigleaf Pondweed
ACAD-1511,Hair-Like Pondweed
ACAD-1512,Alga Pondweed
ACAD-1513,Surface Pondweed
ACAD-1514,Pondweed
ACAD-1515,Floating Pondweed
ACAD-1516,Oakes' Pondweed
ACAD-1517,Clasping-Leaved Pondweed
ACAD-1518,Budding Pondweed
ACAD-1518,Small Pondweed
ACAD-1519,Pondweed
ACAD-1520,Northern Snail-Seed Pondweed
ACAD-1521,Flatstem Pondweed
ACAD-1522,Sago Pondweed
ACAD-1523,Horned Pondweed
ACAD-1524,Ditch-Grass
ACAD-1525,Bog Arrowgrass
ACAD-1526,Eel-Grass
ACAD-1527,Goutweed
ACAD-1528,Purple-Stem Angelica
ACAD-1529,Seaside Angelica
ACAD-1530,Caraway
ACAD-1531,Bulb-Bearing Water Hemlock
ACAD-1532,Water Hemlock
ACAD-1533,Hemlock Parsley
ACAD-1534,Wild Carrot
ACAD-1534,Queen Anne's Lace
ACAD-1535,Giant Hogweed
ACAD-1536,Cow Parsnip
ACAD-1537,Scotch Lovage
ACAD-1538,Aniseroot
ACAD-1539,Wild Parsnip
ACAD-1540,Burnett Saxifrage
ACAD-1541,Black Snakeroot
ACAD-1541,Sanicle
ACAD-1542,Water Parsnip
ACAD-1543,Golden Alexanders
ACAD-1544,Bristly Sarsaparilla
ACAD-1545,Wild Sarsaparilla
ACAD-1546,Spikenard
ACAD-1547,Hercule's Club
ACAD-1548,Water Pennywort
ACAD-1549,Inkberry
ACAD-1550,Winterberry
ACAD-1550,Black Alder
ACAD-1551,Mountain Holly
ACAD-1552,Chives
ACAD-1553,Asparagus
ACAD-1554,Wild Lily-Of-The-Valley
ACAD-1555,False Solomon's Seal
ACAD-1556,Star-Flowered Solomon's Seal
ACAD-1557,Bog Solomonplume
ACAD-1557,Three-Leaved Solomon's Seal
ACAD-1558,Small Solomon's Seal
ACAD-1559,Iris
ACAD-1560,Beach-Head Iris
ACAD-1561,Northern Blue Flag
ACAD-1561,Iris
ACAD-1562,Common Blue-Eyed Grass
ACAD-1563,Eastern Blue-Eyed Grass
ACAD-1564,Strict Blue-Eyed Grass
ACAD-1565,Needle-Tip Blue-Eyed Grass
ACAD-1566,Arethusa
ACAD-1566,Swamp Pink
ACAD-1567,Grass Pink
ACAD-1568,Frog Orchid
ACAD-1569,Spotted Coralroot
ACAD-1570,Early Coralroot
ACAD-1571,Common Lady's Slipper
ACAD-1571,Moccasin Flower
ACAD-1572,Small Yellow Lady's Slipper
ACAD-1573,Large Yellow Lady's Slipper
ACAD-1574,Showy Lady's Slipper
ACAD-1575,Helleborine
ACAD-1576,Downy Rattlesnake Plantain
ACAD-1577,Lesser Rattlesnake Plantain
ACAD-1578,Checkered Rattlesnake Plantain
ACAD-1579,Loesel's Twayblade
ACAD-1580,Auricled Twayblade
ACAD-1581,Broad-Lipped Twayblade
ACAD-1582,Heart-Leaved Twayblade
ACAD-1583,Green Adder's Mouth
ACAD-1584,Green Wood Orchis
ACAD-1585,White Bog Orchis
ACAD-1586,Large Purple Fringed Orchis
ACAD-1587,Hooker's Orchis
ACAD-1588,Northern Green Orchis
ACAD-1589,Green Fringed Orchis
ACAD-1590,Blunt-Leaved Orchis
ACAD-1591,Large Round-Leaved Orchis
ACAD-1592,Round-Leaved Orchis
ACAD-1593,Small Purple Fringed Orchis
ACAD-1594,Rose Pogonia
ACAD-1595,Nodding Ladies' Tresses
ACAD-1596,Slender Ladies Tresses
ACAD-1597,Nodding Ladies' Tresses
ACAD-1598,Hooded Ladies' Tresses
ACAD-1599,Orange Daylily
ACAD-1600,Yarrow
ACAD-1600,Milfoil
ACAD-1601,Yarrow
ACAD-1601,Milfoil
ACAD-1602,Sneezeweed
ACAD-1603,Common Ragweed
ACAD-1604,Common Ragweed
ACAD-1605,Great Ragweed
ACAD-1606,Pearly Everlasting
ACAD-1607,Canada Pussytoes
ACAD-1608,Smaller Pussytoes
ACAD-1609,Pussytoes
ACAD-1610,Field Pussytoes
ACAD-1611,Pussytoes
ACAD-1612,Smooth Pussytoes
ACAD-1613,Plantain-Leaved Pussytoes
ACAD-1614,Mayweed
ACAD-1614,Stinking Chamomile
ACAD-1615,Yellow Chamomile
ACAD-1616,Great Burdock
ACAD-1617,Common Burdock
ACAD-1618,Burdock
ACAD-1619,Lamb Succory
ACAD-1620,Dusty Miler
ACAD-1620,Beach Wormwood
ACAD-1621,Common Mugwort
ACAD-1622,Large-Leaved Aster
ACAD-1623,Rough-Leaved Aster
ACAD-1624,Nodding Bur Marigold
ACAD-1624,Stick-Tight
ACAD-1625,Purple Stem Beggar's Ticks
ACAD-1626,Beggar Ticks
ACAD-1626,Stick-Tight
ACAD-1627,Tall Beggar Ticks
ACAD-1628,Batchelor's Buttons
ACAD-1629,Brown Knapweed
ACAD-1630,Black Knapweed
ACAD-1631,Costmary
ACAD-1631,Mint-Geranium
ACAD-1632,Chicory
ACAD-1633,Canada Thistle
ACAD-1634,Thistle
ACAD-1635,Swamp Thistle
ACAD-1636,Bull Thistle
ACAD-1637,Horseweed
ACAD-1638,Flat-Topped Aster
ACAD-1639,Globe Thistle
ACAD-1640,Pilewort
ACAD-1641,Daisy Fleabane
ACAD-1642,Lesser Daisy Fleabane
ACAD-1643,Spotted Joe-Pye Weed
ACAD-1644,Boneset
ACAD-1645,Grass-Leaved Goldenrod
ACAD-1646,Grass-Leaved Goldenrod
ACAD-1647,Quickweed
ACAD-1647,Galinsoga
ACAD-1648,Low Cudweed
ACAD-1649,Common Sunflower
ACAD-1650,Jerusalem Artichoke
ACAD-1651,Showy Sunflower
ACAD-1652,Oxeye
ACAD-1652,False Sunflower
ACAD-1653,Devil's Paintbrush
ACAD-1653,Orange Hawkweed
ACAD-1654,Field Hawkweed
ACAD-1654,King Devil
ACAD-1655,Canada Hawkweed
ACAD-1656,Canada Hawkweed
ACAD-1657,Common Hawkweed
ACAD-1658,Golden Lungwort
ACAD-1659,Panicled Hawkweed
ACAD-1660,Mouse Ear
ACAD-1661,Smooth Hawkweed
ACAD-1661,King Devil
ACAD-1662,Rough Hawkweed
ACAD-1663,Rough Hawkweed
ACAD-1664,Pale Hawkweed
ACAD-1664,King Devil
ACAD-1665,Tall Blue Lettuce
ACAD-1666,Wild Lettuce
ACAD-1667,Wild Lettuce
ACAD-1668,Wild Lettuce
ACAD-1669,Garden Lettuce
ACAD-1670,Nipplewort
ACAD-1671,Fall Dandelion
ACAD-1672,Fall Dandelion
ACAD-1673,Oxeye Daisy
ACAD-1674,Pineapple Weed
ACAD-1675,Scentless Chamomile
ACAD-1676,Scentless Chamomile
ACAD-1677,Wild Chamomile
ACAD-1678,Wall Lettuce
ACAD-1679,Whorled Or Mountain Aster
ACAD-1680,Bog Aster
ACAD-1681,Aster
ACAD-1682,Sweet Coltsfoot
ACAD-1683,Rattlesnake Root
ACAD-1684,Tall White Lettuce
ACAD-1685,Dwarf Rattlesnake-Root
ACAD-1686,Tall Rattlesnake-Root
ACAD-1687,Sweet Everlasting
ACAD-1688,Fragrant Everlasting
ACAD-1689,Coneflower
ACAD-1690,Black-Eyed Susan
ACAD-1691,Golden Ragwort
ACAD-1692,Stinking Willy
ACAD-1693,Robbin's Ragwort
ACAD-1694,Wood Ragwort
ACAD-1695,Common Groundsel
ACAD-1696,Silver-Rod
ACAD-1697,Canada Goldenrod
ACAD-1698,Zig-Zag Goldenrod
ACAD-1699,Late Goldenrod
ACAD-1700,Hairy Goldenrod
ACAD-1701,Early Goldenrod
ACAD-1702,Gray Goldenrod
ACAD-1703,Downy Goldenrod
ACAD-1704,Rough-Stemmed Goldenrod
ACAD-1705,Rough-Stemmed Goldenrod
ACAD-1706,Seaside Goldenrod
ACAD-1707,Rand's Goldenrod
ACAD-1708,Stout Goldenrod
ACAD-1709,Swamp Goldenrod
ACAD-1710,Field Sow Thistle
ACAD-1711,Spiny-Leaved Sow Thistle
ACAD-1712,Common Sow Thistle
ACAD-1713,Lindley's Aster
ACAD-1714,Heart-Leaved Aster
ACAD-1715,White Heath Aster
ACAD-1716,Panicled Aster
ACAD-1717,Calico Or Starved Aster
ACAD-1718,Calico Or Starved Aster
ACAD-1719,New England Aster
ACAD-1720,New York Aster
ACAD-1721,Hairy New York Aster
ACAD-1722,Heath Aster
ACAD-1723,Willowleaf Aster
ACAD-1724,Purple-Stemmed Aster
ACAD-1725,Small White Aster
ACAD-1726,Shore Aster
ACAD-1727,Wavy-Leaved Aster
ACAD-1728,Tansy
ACAD-1729,Red-Seeded Dandelion
ACAD-1730,Common Dandelion
ACAD-1731,Salsify
ACAD-1731,Oyster Plant
ACAD-1732,Goat's Beard
ACAD-1733,Coltsfoot
ACAD-1734,Marsh Bellflower
ACAD-1735,Creeping Bellfloweer
ACAD-1736,Harebell
ACAD-1737,Cardinal Flower
ACAD-1738,Water Lobelia
ACAD-1739,Indian Tobacco
ACAD-1740,Spiked Lobelia
ACAD-1741,Venus's Looking-Glass
ACAD-1742,Buckbean
ACAD-1743,Floating Heart
ACAD-1744,Small Bugloss
ACAD-1745,Common Bugloss
ACAD-1746,Borage
ACAD-1747,European Stickseed
ACAD-1748,Sea Lungwort
ACAD-1748,Oysterleaf
ACAD-1749,Forget-Me-Not
ACAD-1750,Changing Forget-Me-Not
ACAD-1750,Yellowandblue Forget-Me-Not
ACAD-1751,True Forget-Me-Not
ACAD-1752,True Forget-Me-Not
ACAD-1753,Garden Forget-Me-Not
ACAD-1754,Comfrey
ACAD-1755,Garlic Mustard
ACAD-1756,Alyssum
ACAD-1757,Rock Cress
ACAD-1758,Hairy Rock-Cress
ACAD-1759,Horseradish
ACAD-1760,Winter Cress
ACAD-1760,Yellow Rocket
ACAD-1761,Hoary Alyssum
ACAD-1762,Indian Mustard
ACAD-1763,Black Mustard
ACAD-1764,Field Mustard
ACAD-1764,Rape
ACAD-1765,Sea Rocket
ACAD-1766,False Flax
ACAD-1767,Gold-Of-Pleasure
ACAD-1768,Shepherd's Purse
ACAD-1769,Narrowleaf Bittercress
ACAD-1770,Long's Bitter Cress
ACAD-1771,Small-Flowered Bitter Cress
ACAD-1772,Pennsylvania Bitter Cress
ACAD-1773,Cuckoo Flower
ACAD-1774,Hare's Ear Mustard
ACAD-1775,Spring Whitlow-Grass
ACAD-1776,Treacle Mustard
ACAD-1776,Wormseed Mustard
ACAD-1777,Dame's Rocket
ACAD-1778,Candytuft
ACAD-1779,Field Peppergrass
ACAD-1780,Peppergrass
ACAD-1781,Wild Peppergrass
ACAD-1782,Wild Radish
ACAD-1783,Garden Radish
ACAD-1784,Marsh Yellow Cress
ACAD-1785,Creeping Yellow Cress
ACAD-1786,Charlock
ACAD-1787,Tumble Mustard
ACAD-1788,Hedge Mustard
ACAD-1789,Awlwort
ACAD-1790,Field Pennycress
ACAD-1791,Dyer's Rocket
ACAD-1791,Mignonette
ACAD-1792,Mignonette
ACAD-1793,Tumbleweed
ACAD-1794,Green Amaranth
ACAD-1794,Pigweed
ACAD-1795,Green Amaranth
ACAD-1795,Pigweed
ACAD-1796,Maritime Saltbrush
ACAD-1797,Scotland Orache
ACAD-1798,Grassleaf Orache
ACAD-1799,Halberd-Leaf Orache
ACAD-1800,Halberd-Leaved Orach
ACAD-1801,Lamb's Quarters
ACAD-1801,Pigweed
ACAD-1802,Oak-Leaved Goosefoot
ACAD-1803,Nettle-Leaved Goosefoot
ACAD-1804,Maple-Leaved Goosefoot
ACAD-1805,Slender Glasswort
ACAD-1805,Samphire
ACAD-1806,Slender Glasswort
ACAD-1806,Samphire
ACAD-1807,Common Saltwort
ACAD-1808,American Sea Blite
ACAD-1809,Tall Seal Blite
ACAD-1810,Low Sea Blite
ACAD-1811,Rich's Sea Blite
ACAD-1812,Corn Cockle
ACAD-1813,Field Chickweed
ACAD-1814,Mouse-Ear Chickweed
ACAD-1815,Chickweed
ACAD-1816,Deptford Pink
ACAD-1817,Maiden Pink
ACAD-1818,Grass Pink
ACAD-1818,Garden Pink
ACAD-1819,Seabeach Sandwort
ACAD-1820,Mountain Sandwort
ACAD-1821,Mountain Sandwort
ACAD-1822,Blunt-Leaved Or Grove Sandwort
ACAD-1823,Pearlwort
ACAD-1824,Pearlwort
ACAD-1825,Birdseye
ACAD-1826,Soapwort
ACAD-1826,Bouncing Bet
ACAD-1827,Sleepy Catchfly
ACAD-1828,Garden Catchfly
ACAD-1829,White Campion
ACAD-1829,White Cockle
ACAD-1830,Night-Flowering Catchfly
ACAD-1831,Catchfly
ACAD-1831,Campion
ACAD-1832,Bladder Campion
ACAD-1833,Corn Spurry
ACAD-1834,White Marsh Spurry
ACAD-1835,Sand Spurry
ACAD-1836,Salt-Marsh Sand Spurry
ACAD-1837,Bog Chickweed
ACAD-1838,Chickweed
ACAD-1839,Chickweed
ACAD-1840,Lesser Stitchwort
ACAD-1841,Chickweed
ACAD-1842,Long-Leaved Stitchwort
ACAD-1843,Common Chickweed
ACAD-1844,Cowherb
ACAD-1844,Cow Cockle
ACAD-1845,Spatulate-Leaved Sundew
ACAD-1846,Round-Leaved Sundew
ACAD-1847,Round-Leaved Sundew
ACAD-1848,Carpetweed
ACAD-1849,Blinks
ACAD-1850,Sea Lavender
ACAD-1851,Buckwheat
ACAD-1852,Fringed Bindweed
ACAD-1853,Black Bindweed
ACAD-1854,Japanese Knotweed
ACAD-1855,False Buckwheat
ACAD-1856,Water Smartweed
ACAD-1857,Carey's Knotweed
ACAD-1858,Common Smartweed
ACAD-1858,Water Pepper
ACAD-1859,Nodding Smartweed
ACAD-1859,Pale Smartweed
ACAD-1860,Lady's Thumb
ACAD-1861,Pink Knotweed
ACAD-1861,Pinkweed
ACAD-1862,Knotweed
ACAD-1863,Arrow-Leaved Tearthumb
ACAD-1864,Jointed Or Sand Knotweed
ACAD-1865,Dooryard Knotweed
ACAD-1866,Doorweed
ACAD-1866,Common Knotgrass
ACAD-1867,Doorweed
ACAD-1867,Common Knotgrass
ACAD-1868,Knotweed
ACAD-1869,Knotweed
ACAD-1870,Knotweed
ACAD-1871,Bushy Knotweed
ACAD-1872,Sheep Sorrel
ACAD-1873,Dock
ACAD-1874,Curled Dock
ACAD-1875,Dock
ACAD-1876,Bitter Dock
ACAD-1876,Broad-Leaved Dock
ACAD-1877,Great Water Dock
ACAD-1878,White Dock
ACAD-1878,Seabeach Dock
ACAD-1879,Patience Dock
ACAD-1880,Willow Dock
ACAD-1881,Swamp Dock
ACAD-1882,Purslane
ACAD-1883,Asiatic Bittersweet
ACAD-1884,Prickly Hornwort
ACAD-1885,Pickerelweed
ACAD-1886,Pagoda Dogwood
ACAD-1887,Bunchberry
ACAD-1888,Round-Leaved Dogwood
ACAD-1889,Red-Osier Dogwood
ACAD-1890,Wild Cucumber
ACAD-1891,Common Elder
ACAD-1892,Red-Berried Elder
ACAD-1892,Stinking Elder
ACAD-1893,Maple-Leaved Viburnum
ACAD-1894,Southern Arrrowwood
ACAD-1895,Northern Arrowwood
ACAD-1896,Hobble Bush
ACAD-1897,Witherod
ACAD-1897,Wild Raisin
ACAD-1898,Highbush Cranberry
ACAD-1899,American Fly Honeysuckle
ACAD-1900,Japanese Honeysuckle
ACAD-1901,Morrow's Honeysuckle
ACAD-1902,Mountain Fly Honeysuckle
ACAD-1903,Mountain Fly Honeysuckle
ACAD-1904,Mountain Fly Honeysuckle
ACAD-1905,Honeysuckle
ACAD-1906,European Fly-Honeysuckle
ACAD-1907,Snowberry
ACAD-1908,Bush Honeysuckle
ACAD-1909,Twinflower
ACAD-1909,Linnaea
ACAD-1910,Garden Heliotrope
ACAD-1910,Garden Valerian
ACAD-1911,Field Horsetail
ACAD-1912,Water Horsetail
ACAD-1913,Marsh Horsetail
ACAD-1914,Plumy Horsetail
ACAD-1915,Chinese Gooseberry
ACAD-1915,Hardy Kiwi
ACAD-1916,Jewelweed
ACAD-1916,Spotted Touch-Me-Not
ACAD-1917,Himalayan Balsam
ACAD-1918,Sweet Pepperbush
ACAD-1919,Bog Rosemary
ACAD-1920,Bearberry
ACAD-1921,Scotch Heather
ACAD-1922,Leatherleaf
ACAD-1923,Pipsissewa
ACAD-1924,Broom Crowberry
ACAD-1925,Black Crowberry
ACAD-1926,Trailing Arbutus
ACAD-1926,Mayflower
ACAD-1927,Creeping Snowberry
ACAD-1928,Wintergreen
ACAD-1928,Checkerberry
ACAD-1929,Black Huckleberry
ACAD-1930,Dwarf Huckleberry
ACAD-1931,Sheep Laurel
ACAD-1931,Lambkill
ACAD-1932,Mountain Laurel
ACAD-1933,Pale Laurel
ACAD-1934,One-Flowered Pyrola
ACAD-1935,Pinesap
ACAD-1936,Indian Pipe
ACAD-1937,One-Sided Pyrola
ACAD-1938,Round-Leaved Pyrola
ACAD-1939,Greenish-Flowered Pyrola
ACAD-1940,Shinleaf
ACAD-1941,Rhodora
ACAD-1942,Labrador Tea
ACAD-1943,Clammy Azalea
ACAD-1943,Swamp Honeysuckle
ACAD-1944,Low Blueberry
ACAD-1945,Northern Blueberry
ACAD-1946,Dwarf Bilberry
ACAD-1947,Highbush Blueberry
ACAD-1948,Large Cranberry
ACAD-1949,Velvetleaf Blueberry
ACAD-1950,Small Cranberry
ACAD-1951,Hillside Blueberry
ACAD-1952,Bog Blueberry
ACAD-1953,Mountain Cranberry
ACAD-1954,Scarlet Pimpernel
ACAD-1955,Sea Milkwort
ACAD-1956,Sea Milkwort
ACAD-1957,Fringed Loosestrife
ACAD-1958,Moneywort
ACAD-1959,Whorled Loosestrife
ACAD-1960,Swamp Candles
ACAD-1961,Tufted Loosestrife
ACAD-1962,Garden Loosestrife
ACAD-1963,Loosestrife
ACAD-1964,Starflower
ACAD-1965,Pitcher Plant
ACAD-1965,Sidesaddle Flower
ACAD-1966,Hog Peanut
ACAD-1967,Groundnut
ACAD-1967,Wild Bean
ACAD-1968,Crown Vetch
ACAD-1969,Pointed-Leaved Tick Trefoil
ACAD-1970,Dyer's Greenwood
ACAD-1971,Beach Pea
ACAD-1972,Beach Pea
ACAD-1973,Marsh Vetchling
ACAD-1974,Yellow Vetchling
ACAD-1975,Birdsfoot Trefoil
ACAD-1976,Garden Lupine
ACAD-1977,Black Medick
ACAD-1978,Alfalfa
ACAD-1978,Lucerne
ACAD-1979,White Sweet Clover
ACAD-1980,Bristly Locust
ACAD-1981,Black Locust
ACAD-1982,Clammy Locust
ACAD-1983,Bush Pea
ACAD-1983,Piedmont Buckbean
ACAD-1984,Rabbit-Foot Clover
ACAD-1985,Hop Clover
ACAD-1985,Yellow Clover
ACAD-1986,Low Hop Clover
ACAD-1987,Little Hop Clover
ACAD-1988,Alsike
ACAD-1988,Alsatian Clover
ACAD-1989,Red Clover
ACAD-1990,White Clover
ACAD-1991,Cow Vetch
ACAD-1991,Tufted Vetch
ACAD-1992,Vetch
ACAD-1993,Narrow-Leaved Vetch
ACAD-1994,Spring Vetch
ACAD-1995,Slender Vetch
ACAD-1996,Hairy Vetch
ACAD-1997,Fringed Polygala
ACAD-1997,Gaywings
ACAD-1998,Purple Milkwort
ACAD-1999,Whorled Milkwort
ACAD-2000,Speckled Alder
ACAD-2001,Green Alder
ACAD-2001,Mountain Alder
ACAD-2002,Yellow Birch
ACAD-2003,Heart-Leaved Birch
ACAD-2004,White Birch
ACAD-2005,Gray Birch
ACAD-2006,Blue Birch
ACAD-2007,Beaked Hazelnut
ACAD-2008,Hop Hornbeam
ACAD-2009,American Beech
ACAD-2010,Scrub Oak
ACAD-2011,Northern Red Oak
ACAD-2012,Sweetfern
ACAD-2013,Sweet Gale
ACAD-2014,Bayberry
ACAD-2015,Spreading Dogbane
ACAD-2016,Indian Hemp
ACAD-2017,Swamp Milkweed
ACAD-2018,Common Milkweed
ACAD-2019,Screw-Stem
ACAD-2020,Yellow Bartonia
ACAD-2021,Marsh Felwort
ACAD-2022,Buttonbush
ACAD-2023,Cleavers
ACAD-2024,Rough Bedstraw
ACAD-2025,Bog Bedstraw
ACAD-2026,Wild Madder
ACAD-2027,Marsh Bedstraw
ACAD-2028,Bedstraw
ACAD-2029,Bedstraw
ACAD-2030,Sweet-Scented Bedstraw
ACAD-2031,Yellow Bedstraw
ACAD-2032,Bluets
ACAD-2032,Quaker Ladies
ACAD-2033,Partridgeberry
ACAD-2034,Bicknell's Cranesbill
ACAD-2035,Carolina Cranesbill
ACAD-2036,Dove's-Foot Cranesbill
ACAD-2037,Herb Robert
ACAD-2038,Acadian Quillwort
ACAD-2039,Spiny-Spored Quillwort
ACAD-2040,Quillwort
ACAD-2041,Prototype Quillwort
ACAD-2042,Riverbank Quillwort
ACAD-2043,Tuckerman's Quillwort
ACAD-2044,Harvey's Quillwort
ACAD-2045,Splitlip Hemp Nettle
ACAD-2046,Hemp Nettle
ACAD-2047,Gill-Over-The-Ground
ACAD-2047,Ground Ivy
ACAD-2048,American Pennyroyal
ACAD-2049,Motherwort
ACAD-2050,Water Horehound
ACAD-2051,Northern Bugleweed
ACAD-2052,Virginia Bulgleweed
ACAD-2053,Wild Mint
ACAD-2054,Canada Mint
ACAD-2055,Spearmint
ACAD-2056,Peppermint
ACAD-2057,Wild Mint
ACAD-2058,Catnip
ACAD-2059,Selfheal
ACAD-2060,Selfheal
ACAD-2061,Summer Savory
ACAD-2062,Marsh Skullcap
ACAD-2063,Mad-Dog Skullcap
ACAD-2064,Hedge Nettle
ACAD-2065,Woundwort
ACAD-2065,Marsh Hedgnettle
ACAD-2066,American Germander
ACAD-2067,Germander
ACAD-2068,Wild Thyme
