Species ID,common_name
HALE-1376,Partidge Pea
HALE-1377,Indian Rattlebox
HALE-1378,Fuzzy Rattle-Pod
HALE-1379,Smooth Rattle-Pod
HALE-1380,None
HALE-1381,None
HALE-1382,Ka`Imi
HALE-1382,Kaimi
HALE-1382,Spanish Clover
HALE-1383,Greenleaf Tick Trefoil
HALE-1383,Greenleaf Ticktrefoil
HALE-1384,Chili Clover
HALE-1384,Kikania Pipili
HALE-1384,Pilipili `Ula
HALE-1384,Pua Pilipili
HALE-1384,Spanish Clover
HALE-1385,Three-Flowered Beggarweed
HALE-1386,Wiliwili
HALE-1387,Tiger`S Claw
HALE-1388,None
HALE-1389,Indigo
HALE-1390,Icecreambean
HALE-1391,Koa-Haole
HALE-1392,Hairy Bird's-Foot Trefoil
HALE-1393,Wild Bushbean
HALE-1394,Black Medic
HALE-1394,Trefoil
HALE-1395,Alfalfa
HALE-1395,Lucerne
HALE-1396,White Sweet Clover
HALE-1397,Sourclover
HALE-1398,Shameplant
HALE-1399,None
HALE-1400,Horseeye Bean
HALE-1401,Perennial Soybean
HALE-1402,Plume Albizia
HALE-1403,Algaroba
HALE-1403,Kiawe
HALE-1403,Mesquite
HALE-1404,`Auko`I
HALE-1404,Coffee Senna
HALE-1404,Miki Palalo
HALE-1405,Valamuerto
HALE-1406,Arsenic Bush
HALE-1406,Dooleyweed
HALE-1406,Laburnum
HALE-1407,Kolomona
HALE-1408,Mamane
HALE-1409,Ka-`I`Iwi
HALE-1409,Nuku
HALE-1409,Nuku-`I`Iwi
HALE-1410,`Awa`Awa
HALE-1410,Tamarind
HALE-1411,Rabbit-Foot Clover
HALE-1412,Big Hop Clover
HALE-1412,Field Clover
HALE-1412,Large Hop Clover
HALE-1412,Lesser Hop Clover
HALE-1412,Low Hop Clover
HALE-1413,European Yellow Clover
HALE-1413,Small Hop-Clover
HALE-1414,Red Clover
HALE-1415,White Clover
HALE-1416,Clover
HALE-1417,Gorse
HALE-1418,Spring Vetch
HALE-1419,`Okolemakili
HALE-1419,Beach Pea
HALE-1419,Lemuomakilinene
HALE-1419,Mohihihi
HALE-1419,Nanea
HALE-1419,Pohilihili
HALE-1419,Puhili
HALE-1419,Puhilihili
HALE-1419,Pulihilihi
HALE-1419,Wahine `Oma`O
HALE-1420,Milkwort
HALE-1421,Ironwood
HALE-1421,Paina
HALE-1422,Firetree
HALE-1423,Maile
HALE-1424,Butterfly Weed
HALE-1424,Lau-Lele
HALE-1425,Balloon Plant
HALE-1426,Kihipai
HALE-1426,Madagascar Periwinkle
HALE-1427,Pua-Hoku-Hihi
HALE-1427,Wax Plant
HALE-1428,Holei
HALE-1429,Frangipani
HALE-1429,Red Plumeria
HALE-1430,Luckynut
HALE-1431,Bitter Herb
HALE-1431,European Centaury
HALE-1432,Kamakahala
HALE-1433,Kamakahala
HALE-1434,Kamakahala
HALE-1435,Kamakahala
HALE-1436,Kamakahala
HALE-1437,`Ahakea
HALE-1438,`Ahakea
HALE-1439,Quinine
HALE-1439,Quinine Tree
HALE-1440,Arabian Coffee
HALE-1441,Mirrorplant
HALE-1442,Kukae-Nene
HALE-1443,Pilo
HALE-1444,Pilo
HALE-1445,Pilo
HALE-1446,Pilo
HALE-1447,Nanu
HALE-1448,Starviolet
HALE-1449,Au
HALE-1450,Kopa
HALE-1451,Manono
HALE-1452,Manono
HALE-1453,None
HALE-1454,Indian Mulberry
HALE-1454,Noni
HALE-1455,M_Kole
HALE-1456,Kopiko `Ula
HALE-1457,Kopiko Kea
HALE-1458,Kopiko
HALE-1459,Kopiko
HALE-1460,Alahe`E
HALE-1460,Walahe`E
HALE-1461,Tropical Mexican Clover
HALE-1462,Spurwort
HALE-1463,Buttonweed
HALE-1464,Filaree
HALE-1464,Heron`S Bill
HALE-1465,Red-Flowered Native Geranium
HALE-1466,Hinahina
HALE-1467,Hana Geranium
HALE-1468,Australasian Geranium
HALE-1469,Hinahina
HALE-1469,Noho-Anu
HALE-1470,New Zealand Geranium
HALE-1471,Fish Geranium
HALE-1471,Laniuma
HALE-1472,`Uluhe
HALE-1472,False Staghorn
HALE-1473,Uluhe
HALE-1474,Uluhe
HALE-1475,Uluhe Lau Nui
HALE-1476,Uluhe
HALE-1477,Uluhe 
HALE-1477,Unuhe
HALE-1478,`Ape
HALE-1478,`Ape`Ape
HALE-1479,Olomea
HALE-1479,Waimea
HALE-1480,None
HALE-1481,Limu Kau La��Au
HALE-1482,Tiny Bristle Fern
HALE-1483,None
HALE-1484,Palai Hinahina
HALE-1485,��_Hi��A K_
HALE-1486,None
HALE-1487,Palahi Hihi
HALE-1487,K_Lau
HALE-1488,Kilau
HALE-1488,Palai Hihi
HALE-1489,Blackeyed Susan Vine
HALE-1490,Whitelady
HALE-1491,Laurel Clockvine
HALE-1492,Zimbabwe Creeper
HALE-1493,African Tulip Tree
HALE-1494,Trumpetbush
HALE-1494,Trumpetflower
HALE-1494,Yellow Elder
HALE-1494,Yellow Trumpet-Flower
HALE-1494,Yellow Trumpetbush
HALE-1495,None
HALE-1496,None
HALE-1497,Gulch Cyrtandra
HALE-1497,Ha'iwale
HALE-1498,Pacific Cyrtandra
HALE-1499,Gray's Cyrtandra
HALE-1500,Maui Cyrtandra
HALE-1501,Hawai'i Cyrtandra
HALE-1502,Oppositeleaf Cyrtandra
HALE-1503,Kanawao Ke`Oke`O
HALE-1504,None
HALE-1505,`Ilihia
HALE-1505,Ilihia
HALE-1506,Spoonleaf Cyrtandra
HALE-1507,Comb Bushmint
HALE-1507,Comb Hyptis
HALE-1507,Fausse Menthe
HALE-1507,Mint Weed
HALE-1507,Mumutun Lahe
HALE-1507,Purple Top
HALE-1507,Timothi Ni Vavalangi
HALE-1508,Henbit
HALE-1509,Lavender
HALE-1510,Pakaha
HALE-1511,Apple-Mint
HALE-1512,African Basil
HALE-1513,Mountain Phyllostegia
HALE-1514,Bracted Phyllostegia
HALE-1515,Mauna Kea Phyllostegia
HALE-1516,Ulihi
HALE-1517,None
HALE-1518,Eue`E
HALE-1519,None
HALE-1520,`Ala`Ala Wai Nui
HALE-1520,Spurflower
HALE-1521,Self-Heal
HALE-1522,Staggerweed
HALE-1523,None
HALE-1524,Haleakala Stenogyne
HALE-1525,Forest Stenogyne
HALE-1526,Littleleaf Stenogyne
HALE-1527,Pua`A-I-Naka
HALE-1528,Fuzzyflower Stenogyne
HALE-1529,Kaanapali Stenogyne
HALE-1530,Mexican Ash
HALE-1530,Shamel Ash
HALE-1530,Tropical Ash
HALE-1531,Olopua
HALE-1532,Madagascar Olive
HALE-1533,None
HALE-1534,Field Indian Paintbrush
HALE-1535,Yellow Glandweed
HALE-1536,Water Hyssop
HALE-1537,Mexican Indianwheat
HALE-1537,Mexican Plantain
HALE-1538,Narrow-Leaved Plantain
HALE-1539,Broad-Leaved Plantain
HALE-1539,Laukahi-Nunui
HALE-1540,Manene
HALE-1541,Laukahi Kuahiwi
HALE-1542,Common Speedwell
HALE-1542,Corn Speedwell
HALE-1542,Rock Speedwell
HALE-1542,Wall Speedwell
HALE-1543,Dogtail
HALE-1543,Huelo`Ilio
HALE-1544,Orange Eye Butterflybush
HALE-1545,Smokebush
HALE-1546,Naio
HALE-1547,Common Mullein
HALE-1548,Fiddlewood
HALE-1548,Spiny Fiddlewood
HALE-1549,Lakana
HALE-1549,Lantana
HALE-1550,Branched Porterweed
HALE-1551,Nettle-Leaved Vervain
HALE-1551,Oi
HALE-1551,Owi
HALE-1552,Jamaica Vervain
HALE-1552,Oi
HALE-1552,Owi
HALE-1553,Ha`Uowi
HALE-1553,Oi
HALE-1553,Owi
HALE-1554,Camphor Laurel
HALE-1554,Camphor Tree
HALE-1554,Camphortree
HALE-1555,Avocado
HALE-1556,Aka`Awa
HALE-1556,Hoi-Kuahiwi
HALE-1557,Toothed Clubmoss
HALE-1558,None
HALE-1559,Stringleaf Clubmoss
HALE-1560,Pacific Clubmoss
HALE-1561,Mann's Clubmoss
HALE-1561,Wawae`Iole
HALE-1562,Daggerleaf Clubmoss
HALE-1563,Huluhulu-A-`Iole
HALE-1564,Stemmermann's Clubmoss
HALE-1564,Wawae`Iole
HALE-1565,Huluhulu-A-`Iole
HALE-1565,Wawae-`Iole
HALE-1566,Hairtip Clubmoss
HALE-1567,Ylang-Ylang
HALE-1568,Mulang
HALE-1568,Orange Champak
HALE-1569,Kamani
HALE-1570,Kukui
HALE-1571,Po`Ola
HALE-1572,��Akoko
HALE-1573,`Ekoko
HALE-1574,`Ekoko
HALE-1575,Wild Spurge
HALE-1575,Kaliko
HALE-1576,Hairy Spurge
HALE-1576,Pillpod Sandmat
HALE-1577,Petty Spurge
HALE-1578,Poinsettia
HALE-1579,Cassava
HALE-1579,Tapioca Plant
HALE-1580,Ceara Rubber Tree
HALE-1581,Castor Bean
HALE-1581,Koli
HALE-1582,Canary Island St. Johnswort
HALE-1583,Mickey-Mouse Plant
HALE-1584,Passionflower
HALE-1585,Two-Lobed Passionflower
HALE-1586,Liliko`I
HALE-1586,Passion Fruit
HALE-1587,Love-In-A-Mist
HALE-1587,Pohapoha
HALE-1588,Golden Bellapple
HALE-1589,Huehue Haole
HALE-1590,White Passionflower
HALE-1591,Banana Poka
HALE-1592,Ha`Amaile
HALE-1592,Hame
HALE-1592,Hamehame
HALE-1592,Mehame
HALE-1592,Mehamehame
HALE-1593,Niruri
HALE-1594,Mascarene Island Leafflower
HALE-1594,Mascarene Island Leaf-Flower
HALE-1595,A`E
HALE-1595,Ae
HALE-1595,Maua
HALE-1596,`Olopu
HALE-1596,Pamakani
HALE-1597,Maui Violet
HALE-1598,Hairy Abutilon
HALE-1599,White Moho
HALE-1600,`Akiohala
HALE-1600,Hau-Hele
HALE-1601,Hau
HALE-1602,Cheese Weed
HALE-1603,False Mallow
HALE-1604,Turk`S Cap
HALE-1605,`Ilima
HALE-1605,Ilima
HALE-1606,`Ilima
HALE-1606,Ilima
HALE-1607,Cuba Jute
HALE-1608,Milo
HALE-1609,Burbush
HALE-1610,Aramina
HALE-1611,`Ala`Alapuloa
HALE-1611,`Uhaloa
HALE-1612,`Akia
HALE-1613,`Akia
HALE-1613,Akia
HALE-1614,`Akia
HALE-1614,False Ohelo
HALE-1615,`Akia
HALE-1616,`Akia
HALE-1617,Giant Fern
HALE-1617,Mule's-Foot Fern
HALE-1618,Kapua'ilio
HALE-1618,Pala
HALE-1619,False Kamani
HALE-1619,Tropical Almond
HALE-1620,Colombian Cuphea
HALE-1620,Pukamole
HALE-1620,Tarweed
HALE-1621,Pukamole
HALE-1622,Koster's Curse
HALE-1623,Miconia
HALE-1623,Velvet Tree
HALE-1624,Cane Ti
HALE-1624,Glorybush
HALE-1624,Herbaceous Glorytree
HALE-1625,Glorybush
HALE-1625,Lasiandra
HALE-1625,Princessflower
HALE-1625,Princess-Flower
HALE-1626,Gum
HALE-1627,Black Peppermint
HALE-1628,Red Gum
HALE-1628,Red River Gum
HALE-1629,Blue Gum
HALE-1629,Southern Blue Gum
HALE-1629,Tasmanian Blue Gum
HALE-1630,Swamp Mahogany
HALE-1631,Desert Gum
HALE-1632,Broom Teatree
HALE-1632,Manuka
HALE-1632,New Zealand Tea
HALE-1633,Paperbark
HALE-1634,Lehua
HALE-1635,��Ohi��A Lehua
HALE-1636,`Ohi`A
HALE-1636,`Ohi`A-Lehua
HALE-1637,`Ohi`A
HALE-1638,��Ohi��A Lehua
HALE-1639,`Ohi`A
HALE-1640,Allspice
HALE-1641,Strawberry Guava
HALE-1641,Strawberry Guava (Red-Fruited Form)
HALE-1641,Strawberry Guava (Yellow-Fruited Form)
HALE-1641,Waiawi
HALE-1641,Waiawi (Red-Fruited Form)
HALE-1641,Waiawi (Yellow-Fruited Form)
HALE-1642,Common Guava
HALE-1642,Guava
HALE-1642,Kuawa
HALE-1643,Duhat
HALE-1643,Jambolan Plum
HALE-1643,Jamelonguier
HALE-1643,Java Plum
HALE-1643,Kavika Ni India
HALE-1643,Mesegerak
HALE-1644,`Ohi`A-Loke
HALE-1644,Rose Apple
HALE-1645,`Ohi`A-`Ai
HALE-1645,Mountain Apple
HALE-1646,`Ohi`A Ha
HALE-1646,Ha
HALE-1646,Kauokahiki
HALE-1646,Pa'ihi
HALE-1647,Pukamole
HALE-1648,Kamole
HALE-1648,Primrose Willow
HALE-1649,Marsh Purslane
HALE-1650,Common Evening Primrose
HALE-1650,Common Evening-Primrose
HALE-1650,Hoary Eveningprimrose
HALE-1650,King's-Cureall
HALE-1651,Cut-Leaved Evening Primrose
HALE-1651,Evening Primrose
HALE-1652,Chilean Evening Primrose
HALE-1652,Evening Primrose
HALE-1653,Puapua Moa
HALE-1654,`Ihi-`Ai
HALE-1654,Yellow Wood Sorrel
HALE-1655,`Ihi Pehu
HALE-1655,Pink Wood Sorrel
HALE-1656,`Ie`Ie
HALE-1657,Hala
HALE-1657,Puhala
HALE-1658,Monkey Puzzle Tree
HALE-1659,Incense Cedar
HALE-1660,Port Orford Cedar
HALE-1661,Japanese Cedar
HALE-1662,China Fir
HALE-1663,Arizona Cypress
HALE-1664,Eastern Redcedar
HALE-1665,Eastern White Cedar
HALE-1665,Northern White Cedar
HALE-1666,Deodar Cedar
HALE-1667,Norway Spruce
HALE-1668,White Spruce
HALE-1669,Gray Pine
HALE-1669,Jack Pine
HALE-1669,Scrub Pine
HALE-1670,Lodgepole Pine
HALE-1671,Coulter Pine
HALE-1672,Jeffrey Pine
HALE-1673,Mountain Pine
HALE-1673,Swiss Mountain Pine
HALE-1674,Longleaf Pine
HALE-1675,Mexican Weeping Pine
HALE-1676,Maritime Pine
HALE-1677,Ponderosa Pine
HALE-1678,Monterey Pine
HALE-1679,Eastern White Pine
HALE-1680,Scots Pine
HALE-1681,Chinese Pine
HALE-1682,Douglas-Fir
HALE-1683,Calico Flower
HALE-1683,Dutchman's Pipe
HALE-1683,Elegant Dutchman's Pipe
HALE-1683,Pelican Flower
HALE-1684,`Ala`Ala-Wai-Nui
HALE-1684,Peperomia
HALE-1685,None
HALE-1686,`Ala`Ala-Wai-Nui
HALE-1687,`Ala`Ala-Wai-Nui
HALE-1688,`Ala`Ala-Wai-Nui
HALE-1689,`Ala`Ala-Wai-Nui
HALE-1690,`Ala`Ala-Wai-Nui
HALE-1691,`Ala`Ala-Wai-Nui
HALE-1692,`Ala`Ala-Wai-Nui
HALE-1693,`Ala`Ala-Wai-Nui
HALE-1694,`Ala`Ala-Wai-Nui
HALE-1695,Ala'ala-Wai-Nui
HALE-1696,`Ala`Ala-Wai-Nui
HALE-1697,`Ala`Ala-Wai-Nui
HALE-1698,`Ala`Ala-Wai-Nui
HALE-1699,`Ala`Ala-Wai-Nui
HALE-1700,Vera Cruz Pepper
HALE-1701,`Awa
HALE-1701,Awa
HALE-1702,Hala-Kahiki
HALE-1702,Pineapple
HALE-1703,Carex
HALE-1703,Sedge
HALE-1703,Sedge Species
HALE-1703,Sedges
HALE-1704,Hawai'i Sedge
HALE-1705,Prickly Sedge
HALE-1705,Star Sedge
HALE-1706,Long's Sedge
HALE-1707,St. Malo`S Sedge
HALE-1708,Meyen's Sedge
HALE-1709,Molokai Sedge
HALE-1710,None
HALE-1711,Oahu Sedge
HALE-1712,Oahu Sedge
HALE-1713,`Uki
HALE-1713,Uki
HALE-1714,Flatsedge
HALE-1714,Nutgrass
HALE-1715,Mau`U Hunehune
HALE-1715,Mccoy Grass
HALE-1716,Haspan Flatsedge
HALE-1717,Hillebrand's Flatsedge
HALE-1718,`Ahu`Awa
HALE-1718,Marsh Cypress
HALE-1719,Maui Flatsedge
HALE-1720,Molokai Flatsedge
HALE-1721,Manyspike Flatsedge
HALE-1722,Kili`O`Opu
HALE-1722,Nut Grass
HALE-1723,Cliffs Flatsedge
HALE-1724,Pipi Wai
HALE-1725,Mau��U
HALE-1726,Tall Fringe Rush
HALE-1727,Kili`O`Opu
HALE-1728,Kili`O`Opu
HALE-1728,Kyllinga
HALE-1729,`Uki
HALE-1730,`Ahanui
HALE-1730,`Uki
HALE-1730,Ahanui
HALE-1730,Uki
HALE-1731,`Uki
HALE-1732,Hawai'i Island Sedge
HALE-1733,Anglestem Beaksedge
HALE-1734,Kuolohia
HALE-1735,Claybank Beaksedge
HALE-1736,Kuolohia
HALE-1737,��Aka��Akai
HALE-1738,Bulrush
HALE-1738,Bulrushes
HALE-1739,None
HALE-1740,False Watermeal
HALE-1741,Hawai'i Birdcatching Sedge
HALE-1742,`Ohe
HALE-1742,Ohe
HALE-1743,Common Toad Rush
HALE-1744,Common Rush
HALE-1744,Lamp Rush
HALE-1745,Swordleaf Rush
HALE-1745,Three-Stamened Rush
HALE-1746,Broadleaf Rush
HALE-1747,Manyflower Rush
HALE-1748,Field Rush
HALE-1748,Path Rush
HALE-1748,Poverty Rush
HALE-1748,Slender Rush
HALE-1748,Slender Yard Rush
HALE-1748,Wiregrass
HALE-1749,Hawai'i Woodrush
HALE-1750,Hawai'i Bentgrass
HALE-1751,Redtop
HALE-1752,Silver Hairgrass
HALE-1753,Broomsedge
HALE-1753,Yellow Bluestem
HALE-1754,Sweet Vernal Grass
HALE-1755,Giant Reed
HALE-1755,Giantreed
HALE-1756,Cultivated Oat
HALE-1757,Broad-Leaved Carpetgrass
HALE-1758,Narrow-Leaved Carpetgrass
HALE-1759,Pitted Beardgrass
HALE-1760,Rescue Grass
HALE-1761,Ripgut Grass
HALE-1762,Cheat Grass
HALE-1763,Maui Reedgrass
HALE-1764,K_Manomano
HALE-1765,Buffelgrass
HALE-1766,Kikuyu Grass
HALE-1767,Napier Grass
HALE-1768,Stargrass
HALE-1769,Feather Fingergrass
HALE-1770,Golden Beardgrass
HALE-1770,Manienie-`Ula
HALE-1771,Job`S Tears
HALE-1771,Kukae-Kolea
HALE-1772,Andean Pampas Grass
HALE-1773,Pampas Grass
HALE-1773,Silver Pampas Grass
HALE-1773,Uruguayan Pampas Grass
HALE-1773,Uruguayan Pampasgrass
HALE-1774,Barbwire Grass
HALE-1775,Bermuda Grass
HALE-1775,Manienie-Haole
HALE-1776,Cocksfoot
HALE-1776,Orchardgrass
HALE-1777,Alpine Hairgrass
HALE-1778,Tussock Panicgrass
HALE-1779,Bog Rosette Grass
HALE-1780,Henry`S Crabgrass
HALE-1781,Pangola Grass
HALE-1782,Sourgrass
HALE-1783,Itchy Crabgrass
HALE-1783,Kukaepua`A
HALE-1783,Mau`U Kukaepua`A
HALE-1784,None
HALE-1785,Kukaipua`A-Uka
HALE-1786,Jungle-Rice
HALE-1787,Barnyard Grass
HALE-1788,Meadow Ricegrass
HALE-1788,Pu`U-Lehua
HALE-1789,Goosegrass
HALE-1789,Manienie-Ali`I
HALE-1790,Wheatgrass
HALE-1791,Lovegrass
HALE-1792,Japanese Lovegrass
HALE-1793,Brown's Lovegrass
HALE-1794,Large Hawai'i Lovegrass
HALE-1795,`Emo-Loa
HALE-1796,Fescue
HALE-1797,Brome Fescue
HALE-1798,None
HALE-1799,Rat Tail Fescue
HALE-1800,Red Fescue
HALE-1801,Blue Lawngrass
HALE-1802,Nitgrass
HALE-1803,Water Mannagrass
HALE-1804,Velvetgrass
HALE-1804,Yorkshire Fog
HALE-1805,Barley
HALE-1805,Hua Pale
HALE-1806,Jaragua
HALE-1806,Jaraguagrass
HALE-1807,`Ohe
HALE-1807,Ohe
HALE-1808,Hilo Ischaemum
HALE-1809,He��Upeuo
HALE-1810,Italian Ryegrass
HALE-1811,Italian Ryegrass
HALE-1811,Perennial Rye Grass
HALE-1811,Perennial Ryegrass
HALE-1812,Molasses Grass
HALE-1813,Rose Natal Grass
HALE-1814,Basketgrass
HALE-1815,Faurie's Panicgrass
HALE-1816,Maui Panicgrass
HALE-1817,Konakona
HALE-1817,Mountain Pili
HALE-1818,Crowngrass
HALE-1818,Paspalum
HALE-1819,Hilo Grass
HALE-1819,Mau`U-Hilo
HALE-1820,Dallis Grass
HALE-1821,Mau`U-Laiki
HALE-1821,Ricegrass
HALE-1822,Vasey Grass
HALE-1823,None
HALE-1824,Large Canarygrass
HALE-1825,None
HALE-1826,Annual Bluegrass
HALE-1827,Kentucky Bluegrass
HALE-1828,Hairy Oatgrass
HALE-1829,Tasmanian Wallaby Grass
HALE-1830,Ko
HALE-1830,Sugar Cane
HALE-1831,Glenwood Grass
HALE-1832,Reed Fescue
HALE-1833,Broadleaved Bristlegrass
HALE-1833,Hailans Pitpit
HALE-1833,Palmgrass
HALE-1833,Short Pitpit
HALE-1834,Mau`U-Kaleponi
HALE-1834,Perennial Foxtail
HALE-1835,Mau`U Pilipili
HALE-1836,Indian Grass
HALE-1837,Dropseed
HALE-1838,Rattail Grass
HALE-1839,Indian Dropseed
HALE-1840,Buffalo Grass
HALE-1841,Yellow Oatgrass
HALE-1842,He`U-Pueo
HALE-1842,Mountain Pili
HALE-1842,Pili Uka
HALE-1843,Guinea Grass
HALE-1844,California Grass
HALE-1845,Spleenworts
HALE-1846,Lola
HALE-1847,`Iwa`Iwa
HALE-1847,Manawahua
HALE-1848,`Iwa`Iwa-A-Kane
HALE-1849,Forest Spleenwort
HALE-1850,Forest Spleenwort
HALE-1851,Forest Spleenwort
HALE-1852,Pamoho
HALE-1853,None
HALE-1854,Hobdy's Spleenwort
HALE-1855,`Alae
HALE-1855,`Iwa
HALE-1855,Alaea
HALE-1855,Kaumana
HALE-1856,`Alae
HALE-1856,`Iwa
HALE-1857,`Anali`I
HALE-1857,Pi`Ipi`I Lau Manamana
HALE-1858,Kuau
HALE-1859,`Anali`I
HALE-1859,Pi`Ipi`I Lau Manamana
HALE-1860,`Iwa`Iwa Lau Li`I
HALE-1860,Macrae's Spleenwort
HALE-1861,Momosoral Spleenwort
HALE-1862,`Akaha
HALE-1862,`Ekaha
HALE-1862,`Ekaha Kuahiwi
HALE-1862,`Ekahakaha(Juvenile Form)
HALE-1862,Birds-Nest Fern
HALE-1863,Rainforest Spleenwort
HALE-1864,None
HALE-1865,Sickle Speenwort
HALE-1866,Fringed Spleenwort
HALE-1867,None
HALE-1868,`Owali`I
HALE-1869,Pamoho
HALE-1870,Necklace Island Spleenwort
HALE-1871,None
HALE-1872,None
HALE-1873,Kunth's Hacksaw Fern
HALE-1874,`Ama`U
HALE-1874,`Ama`Uma`U
HALE-1875,`Am`U
HALE-1876,Longleaf Plume Fern
HALE-1877,Forest Plume Fern
HALE-1878,None
HALE-1879,Olua
HALE-1880,Palapalai
HALE-1881,La`A
HALE-1881,Palai
HALE-1882,Palapalai
HALE-1883,K_Lau
HALE-1884,Santa Cruz Island Hollyfern
HALE-1885,Maku`E
HALE-1885,Pauoa
HALE-1886,Pauoa
HALE-1887,`Ahina-Kuahiwi
HALE-1887,Ka`Ape`Ape
HALE-1888,Holly Fern
HALE-1889,Palapalai `Aumakua
HALE-1890,��I��I
HALE-1891,Aumakua
HALE-1891,Palapalai
HALE-1892,K_Lau
HALE-1893,None
HALE-1894,Hohiu
HALE-1894,Kilau
HALE-1895,Hohiu
HALE-1895,Kilau
HALE-1896,Hawai'i Woodfern
HALE-1897,Island Lacefern
HALE-1898,Pacific Woodfern
HALE-1899,Ainahou Valley Woodfern
HALE-1900,None
HALE-1901,Akole
HALE-1902,Akole
HALE-1903,None
HALE-1904,I 'O Nui
HALE-1904,Laukahi
HALE-1905,Tonguefern
HALE-1906,Creeping Tonguefern
HALE-1907,Ekaha
HALE-1907,Hoe A Maui
HALE-1908,Maku'e
HALE-1909,Hoe A M_Ui
HALE-1910,Ekaha 'Ula
HALE-1910,Hoe A Maui
HALE-1911,`Ekaha
HALE-1911,Lau-Kahi-Li`Ili`I
HALE-1912,Bonsey's Hollyfern
HALE-1913,Ka`Upu
HALE-1913,Papa`Oi
HALE-1914,Hillebrand's Hollyfern
HALE-1915,Laukahi
HALE-1916,Pala'_
HALE-1916,Palapala'_
HALE-1916,P_'_ O Pala'e
HALE-1917,Sword Fern
HALE-1918,Boston Fern
HALE-1918,Narrow Swordfern
HALE-1918,Sword Fern
HALE-1918,Tuber Ladder Fern
HALE-1919,`Okupukupu
HALE-1919,Kupukupu
HALE-1919,Ni`Ani`Au
HALE-1919,Pamoho
HALE-1920,Fishtail Fern
HALE-1920,Hiuia
HALE-1920,Hi'ui'a
HALE-1921,Pai
HALE-1921,Palai-Huna
HALE-1922,None
HALE-1923,None
HALE-1924,Wahine Noho Mauna
HALE-1925,Kolokolo
HALE-1926,Wahine Noho Mauna
HALE-1927,Maku`E-Lau-Li`I
HALE-1928,`Ekaha `Akolea
HALE-1928,Pakahakaha
HALE-1929,Golden Polypody
HALE-1929,Laua'e Haole
HALE-1929,Rabbit's Foot Fern
HALE-1930,Laua`E
HALE-1931,`Ae
HALE-1932,Dotted Polypody
HALE-1933,Dotted Polypody
HALE-1934,Kihe
HALE-1935,`Iwa`Iwa
HALE-1935,Maidenhair Fern
HALE-1936,Rough Maidenhair
HALE-1937,`Iwa`Iwa
HALE-1937,Maidenhair Fern
HALE-1938,Green Cliff Brake
HALE-1939,Lo`Ulu
HALE-1940,Triangleleaf Lipfern
HALE-1941,Kalamoho
HALE-1941,Kalamoho Lau Li'i
HALE-1941,Laukahi
HALE-1942,Leatherleaf Goldback Fern
HALE-1943,Dixie Silverback Fern
HALE-1944,Cretan Brake
HALE-1945,Waimakanui
HALE-1946,Iwa Puakea
HALE-1946,Mana
HALE-1947,`Iwa`Iwa Lau Nui
HALE-1948,Kupukupu-Makali'i
HALE-1949,Kikawaio
HALE-1949,Kikawaioa
HALE-1949,Pakikawaio
HALE-1950,None
HALE-1951,Neke
HALE-1952,None
HALE-1953,H_��I��O Kula
HALE-1954,Swordfern
HALE-1955,Akolea
HALE-1955,Ala`Alai
HALE-1955,Waimakanui
HALE-1956,Palapalai A Kamapua��A
HALE-1957,None
HALE-1958,`Akolea
HALE-1959,Douglas' Bladderfern
HALE-1960,Fenzl's False Spleenwort
HALE-1961,Marginal False Spleenwort
HALE-1962,False Spleenwort
HALE-1962,Japanese False Spleenwort
HALE-1963,Prolific False Spleenwort
HALE-1964,Ho`I`O
HALE-1964,Pohole
HALE-1965,Pahole
HALE-1966,Banks' Grevillea
HALE-1966,Haiku
HALE-1966,Kahili Flower
HALE-1967,Silk Oak
HALE-1967,Silver Oak
HALE-1968,Macadamia
HALE-1969,Flatfork Fern
HALE-1970,Whisk Fern
HALE-1971,Huehue
HALE-1972,Puakala
HALE-1973,Parrotweed
HALE-1973,Plume Poppy
HALE-1973,Sea Oxeye Daisy
HALE-1973,Tree Poppy
HALE-1974,Makou
HALE-1975,`Awa-Kanaloa
HALE-1975,Makou
HALE-1976,Meadow Rue
HALE-1977,Hemp
HALE-1978,Oriental Trema
HALE-1979,`Ulu
HALE-1979,Breadfruit
HALE-1980,Paper Mulberry
HALE-1980,Wauke
HALE-1981,Fig
HALE-1982,Weeping Fig
HALE-1983,Common Fig
HALE-1983,Edible Fig
HALE-1983,Fiku
HALE-1983,Piku
HALE-1984,Indian Rubber Fig
HALE-1984,Indian Rubberplant
HALE-1985,Chinese Banyan
HALE-1985,Malayan Banyan
HALE-1986,Australian Fig
HALE-1987,Climbingfig
HALE-1988,A`Ia`I
HALE-1989,Firethorn
HALE-1989,Silverleaf Cotoneaster
HALE-1990,Loquat
HALE-1991,`Ohelo Papa
HALE-1991,Ohelo Papa
HALE-1991,Strawberry
HALE-1992,Strawberry
HALE-1993,Apple
HALE-1994,`Ulei
HALE-1994,Eluehe
HALE-1995,Methley Plum
HALE-1996,Peach
HALE-1997,Rose
HALE-1997,Wildrose Spp.
HALE-1998,Blackberry
HALE-1999,Himalaya Blackberry
HALE-1999,Himalayan Blackberry
HALE-2000,Andes Berry
HALE-2000,Raspberry
HALE-2001,`Akala
HALE-2002,`Akala
HALE-2003,Hill Raspberry
HALE-2003,Mysore Raspberry
HALE-2003,Snowpeaks Raspberry
